subject_number,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14
03202026002,3,3,6,6,7,5,6,6,5,6,7,2,6,6
03202026002,3,3,6,6,7 - Extremely Easy to Change the Image,5,6,6,5,6,7 - Extremely Easy to Change the Image,2,6,6
