sample_idx,time_sec,wall_c,wall_energy,tt_mean_product,dd_mean_product,td_mean_product,tt_sign_agree,dd_sign_agree,tt_var_across,dd_var_across
16,0.002,-333.91047297297297,111496.20396103451,-323.4693381494804,-18859.523724341077,-26030.621185591714,0.5466666666666666,0.5266666666666666,4984930.791390011,5917376.778687243
17,0.002125,-639.910472972973,409485.41342049406,267239.94558602985,-34362.0942631584,-28680.897091642724,0.6,0.5133333333333333,5541893.8899117755,5559951.207888224
18,0.00225,-912.910472972973,833405.5316637373,73307.70203935211,-34492.04154917931,8179.304523086965,0.5466666666666666,0.52,5746212.666953952,5263714.243494062
19,0.002375,-1138.910472972973,1297117.065447521,38126.9024797657,-31546.693945757088,13797.18886257647,0.5333333333333333,0.5066666666666667,5755758.091644165,5105270.458273524
20,0.0025,-1202.910472972973,1446993.6059880613,-11319.480815203691,-34036.3949782258,-12055.845557558672,0.5466666666666666,0.5133333333333333,5512229.782213911,5962817.138121308
21,0.002625,-1153.910472972973,1331509.37963671,66437.66619453074,29239.767439846528,84801.47949325206,0.5533333333333333,0.56,5506282.332037509,6071942.9890816165
22,0.00275,-1009.910472972973,1019919.1634204941,-36927.160408830896,45625.416394590036,-4725.2922033694795,0.5133333333333333,0.5533333333333333,5580128.880420154,5393208.802401644
23,0.002875,-864.910472972973,748070.1262583319,-31723.31788618748,-31556.040344118555,-4637.590179855962,0.5,0.5133333333333333,5561878.949374983,5335751.389289004
24,0.003,-687.910472972973,473220.81882589945,-1971.9524224653446,-11049.357431457523,-26230.461269765903,0.5533333333333333,0.52,4898795.6767626135,5020607.015227693
25,0.003125,-494.91047297297297,244936.37625833182,-24553.720756463776,-31620.436676726316,-5473.091273910023,0.5466666666666666,0.5066666666666667,4794423.7928758925,5349509.8020405285
26,0.00325,-381.91047297297297,145855.60936643992,-1804.0813829829228,274545.66038032057,-107996.41383039644,0.5533333333333333,0.6666666666666666,6036314.618299707,4332565.806118619
27,0.003375,-236.91047297297297,56126.572204277756,68558.26741005178,40871.40103093433,-88809.23884580191,0.5466666666666666,0.5466666666666666,4776664.290182349,5652460.842310344
28,0.0035,-156.91047297297297,24620.89652860208,-31498.980959892036,-13714.071757565582,-10545.057324540645,0.5133333333333333,0.5666666666666667,5487482.88207932,5337786.110360107
29,0.003625,-221.91047297297297,49244.25801508857,-35757.78488591536,17381.959586137255,2495.118855129028,0.5133333333333333,0.56,5381392.935149486,5295375.109547936
30,0.00375,-221.91047297297297,49244.25801508857,197885.15801879496,-37677.16177340689,32749.804782396317,0.5733333333333334,0.52,5539482.502470003,6336719.715191265
31,0.003875,-349.91047297297297,122437.33909616964,-38630.129464970945,-29328.491507913233,-779.1969170181263,0.52,0.5133333333333333,5811577.056976291,5200136.478385234
32,0.004,-446.91047297297297,199728.9708529264,-35049.09541632834,-34724.15667639376,280.28561978368276,0.5066666666666667,0.52,6327992.312071792,5210274.495684344
33,0.004125,-526.910472972973,277634.6465286021,-15906.477737871357,-33904.63451985469,-8126.0107478289365,0.5333333333333333,0.5066666666666667,5410691.882145589,5576888.092158431
34,0.00425,-655.910472972973,430218.54855562915,-12803.997506871938,-23452.810468098225,17156.948078492384,0.5133333333333333,0.5266666666666666,5494520.3827118855,5371101.863426498
35,0.004375,-719.910472972973,518271.08909616974,-4904.479385099128,-23450.33399805774,-21870.378700922003,0.5266666666666666,0.5,5522358.108472997,5765880.677582584
36,0.0045,-832.910472972973,693739.8559880616,-33896.44139038964,18271.178015365185,-7354.490276297401,0.5466666666666666,0.5266666666666666,5236242.744631442,5277636.892348435
37,0.004625,-864.910472972973,748070.1262583319,-24473.789851390917,-29856.27971747852,-7321.0250419280155,0.5,0.5533333333333333,4898986.436578928,5460544.763220923
38,0.00475,-945.910472972973,894746.6228799536,51386.79169051005,-33036.400125272216,-16378.394414645727,0.5866666666666667,0.5133333333333333,4937494.154874863,5432757.035110697
39,0.004875,-928.910472972973,862874.6667988724,42018.05320535376,-22376.065834595604,-31182.44464491603,0.6,0.5266666666666666,5484424.705364525,5212481.219955155
40,0.005,-928.910472972973,862874.6667988724,-7993.800926304738,30917.408823848207,43417.84978484378,0.52,0.5666666666666667,5493222.891761951,5239766.180242661
41,0.005125,-928.910472972973,862874.6667988724,-10839.9046382281,-37855.14597459801,-2106.705698970081,0.52,0.5266666666666666,5140879.056090994,5706682.34568525
42,0.00525,-880.910472972973,776003.2613934671,-24504.78071205361,-33961.32504273999,-4022.879518324427,0.5066666666666667,0.5066666666666667,5121530.846691839,5346050.071266903
43,0.005375,-880.910472972973,776003.2613934671,-12659.935447406388,-30870.016589991956,7972.314942771662,0.5133333333333333,0.5066666666666667,5225141.371724493,5060444.064007848
44,0.0055,-864.910472972973,748070.1262583319,-28478.103664741186,-32961.18880155248,-6071.327995216323,0.5133333333333333,0.5333333333333333,5312952.812441823,5740704.7808770705
45,0.005625,-864.910472972973,748070.1262583319,-39318.350762510105,-26826.466149789983,-1976.343882018127,0.5066666666666667,0.5533333333333333,6013702.15165221,4781916.376716296
46,0.00575,-945.910472972973,894746.6228799536,-8407.760612440536,-37955.826824286654,-1168.5836724986054,0.52,0.5,5687961.055776912,5700314.871787187
47,0.005875,-976.910472972973,954354.0722042779,-14512.837264021662,-32079.686968340095,-12620.551633474583,0.5266666666666666,0.5466666666666666,5651522.734987054,5843371.114611424
48,0.006,-1138.910472972973,1297117.065447521,106692.74738562458,-24432.720529589267,-35989.31861074186,0.6066666666666667,0.52,5235270.221945516,5037027.696096099
49,0.006125,-1331.910472972973,1773985.5080150885,16460.839158948253,59394.62121017745,-70984.34396273886,0.54,0.5666666666666667,5178911.294514532,5914542.893532003
50,0.00625,-1572.910472972973,2474047.3559880615,-34397.99891998638,-34403.12904482591,156.7950900089047,0.5266666666666666,0.5133333333333333,5160135.300958333,6430739.864147371
51,0.006375,-1862.910472972973,3470435.430312386,-39396.80130283901,-35601.64708633393,-252.3365263574627,0.5,0.5466666666666666,5913078.477417765,5742873.600215904
52,0.0065,-1991.910472972973,3967707.3323394125,123754.32264616028,-27401.6606740357,37570.53941748638,0.54,0.5133333333333333,5591962.767324617,5425075.2679882925
53,0.006625,-2055.910472972973,4226767.872879953,47543.02080895739,23103.24767217628,71207.31542386778,0.5266666666666666,0.5466666666666666,5813713.871661822,5347519.269547482
54,0.00675,-1894.910472972973,3590685.700582656,15848.843739999167,183953.1164293261,109023.94736864259,0.5533333333333333,0.5933333333333334,5798011.527910964,5120049.641177719
55,0.006875,-1556.910472972973,2423970.2208529264,-33725.605424793175,50523.480207970475,9049.286391270152,0.5066666666666667,0.5733333333333334,5207075.593719896,4851190.10715133
56,0.007,-1041.910472972973,1085577.433690764,55831.69280835268,92494.60160832726,-104351.78234740853,0.5933333333333334,0.5533333333333333,4846842.430293058,4656788.867841059
57,0.007125,-365.91047297297297,133890.47423130478,99274.32198345393,-4674.1010195221625,-65368.32254674783,0.5666666666666667,0.5533333333333333,5398595.1541990405,5439612.51548693
58,0.00725,294.08952702702703,86488.64990698046,88982.50388260151,50394.24068562937,-103624.04401593706,0.54,0.5466666666666666,5035621.605124212,5583644.899916912
59,0.007375,1002.089527027027,1004183.4201772506,22372.109156287843,-31886.0951593734,11642.295203447331,0.56,0.5133333333333333,5063099.5047244,5145160.24360426
60,0.0075,1597.089527027027,2550694.957339413,-40785.46068541957,-2683.6697101321474,-1590.50510026137,0.52,0.5266666666666666,6129041.151129175,5474565.302659518
61,0.007625,2080.089527027027,4326772.440447521,16278.944303848184,26271.45166301607,54487.69786464852,0.5333333333333333,0.5266666666666666,5071761.441847109,4949884.620808898
62,0.00775,2466.089527027027,6081597.555312386,-34899.73568351499,43656.95388419025,-11224.806920216322,0.5066666666666667,0.5933333333333334,5485834.681568711,4751602.86990754
63,0.007875,2627.089527027027,6901599.383015089,-24069.52906331424,109883.99149677278,40506.419533432345,0.52,0.5533333333333333,5331114.3885386,4972417.681060721
64,0.008,2724.089527027027,7420663.751258332,120869.98854485436,-25466.2467505216,36949.10718203591,0.5666666666666667,0.5333333333333333,4658319.416664666,5167870.9923665775
65,0.008125,2627.089527027027,6901599.383015089,296698.59381288715,-28840.614575480784,43864.52637176565,0.6133333333333333,0.5066666666666667,5451206.8156218575,5192698.374263608
66,0.00825,2434.089527027027,5924791.825582656,-23394.05845735264,43953.632072532964,33019.03274636019,0.5666666666666667,0.5466666666666666,5618865.980144348,5034251.28019217
67,0.008375,2192.089527027027,4805256.494501575,-33327.93156207475,-11728.865248707652,10371.024940324223,0.5133333333333333,0.54,5638617.363424745,5544056.082905299
68,0.0085,1758.089527027027,3090878.785042116,-31174.343708818833,-13700.347262342082,6690.910340249143,0.5133333333333333,0.5533333333333333,4988564.357706627,5279268.005333354
69,0.008625,1339.089527027027,1793160.7613934672,34893.85150216735,24858.892876481208,-67823.17485883493,0.5266666666666666,0.5333333333333333,5579987.093774917,5842000.00653687
70,0.00875,841.089527027027,707431.5924745479,70285.70951305074,-36105.15535841807,8448.957614138018,0.5466666666666666,0.5066666666666667,5665947.635696465,5514865.124542042
71,0.008875,310.08952702702703,96155.51477184532,31395.702194198337,-36821.338297531685,-6520.222129555672,0.5733333333333334,0.52,6364008.199159466,5609583.637368542
72,0.009,-140.91047297297297,19855.761393466946,-9512.23219854006,129640.80431547377,-61797.35950500608,0.52,0.6,4883799.52919184,5409660.192714997
73,0.009125,-575.910472972973,331672.8728799535,-34215.71139574065,24828.1349551438,16531.544707381272,0.5066666666666667,0.58,5823161.102298953,5177097.404872623
74,0.00925,-848.910472972973,720648.9911231968,22126.40943641365,-26478.566253091303,-22992.219065937043,0.5666666666666667,0.5133333333333333,5340045.837444276,5345435.259306087
75,0.009375,-1041.910472972973,1085577.433690764,8981.216159371475,-29409.143676061234,-17366.86951421028,0.5666666666666667,0.52,5787774.42911321,5362489.219823652
76,0.0095,-1089.910472972973,1187904.8390961695,-33950.13425519405,-34830.914685735326,2994.1050361050015,0.52,0.5133333333333333,5877420.234865616,5481618.903639628
77,0.009625,-993.910472972973,987858.0282853589,-17159.028681066226,-14468.208198432518,-19707.554332919055,0.5533333333333333,0.5466666666666666,4983669.236489683,5796535.920499173
78,0.00975,-832.910472972973,693739.8559880616,-3644.585779923459,-16556.776615930634,22713.742189213113,0.52,0.5133333333333333,5081678.817615568,5043183.539520274
79,0.009875,-542.910472972973,294751.78166373726,-6530.056922525816,-36938.35488867987,-3814.452232423534,0.5333333333333333,0.5466666666666666,4950339.784911325,5623198.447144372
80,0.01,-236.91047297297297,56126.572204277756,111663.9369442133,-31293.879869543307,28532.78714976865,0.5466666666666666,0.5333333333333333,5677522.100224762,5510847.7852648785
81,0.010125,100.08952702702703,10017.913420493975,-19276.439627223797,-11441.166967523834,-18545.110064705812,0.5066666666666667,0.52,5036271.166264671,5324066.724286285
82,0.01025,439.08952702702703,192799.6127448183,-26472.765500795336,33200.03431474837,-22903.671748594697,0.54,0.5133333333333333,5131384.59747608,5190883.678522028
83,0.010375,680.089527027027,462521.76477184525,4679.217745773361,17253.38992542603,-47935.36307275381,0.54,0.56,5547690.686923206,5684632.75487081
84,0.0105,938.089527027027,880011.9607177912,76109.64959594571,-34960.08503101014,-13284.068566852971,0.5466666666666666,0.5,5363359.462870329,5480636.201579497
85,0.010625,1066.089527027027,1136546.8796367103,-6816.823943839036,-32143.746435810906,-11939.802955982095,0.52,0.5133333333333333,5795286.2324056085,5493620.345497814
86,0.01075,1194.089527027027,1425849.7985556293,1212.2594187886389,-35225.51532365177,1023.1262734323177,0.5533333333333333,0.52,5502592.564051992,5287970.670836104
87,0.010875,1291.089527027027,1666912.1667988724,-33237.930811999184,-40136.08709839632,-549.1873129790841,0.5133333333333333,0.54,5030741.6148863835,6171042.379727967
88,0.011,1291.089527027027,1666912.1667988724,-15995.522012857751,19833.340044085093,-35841.717121567686,0.5066666666666667,0.5533333333333333,5798197.348920575,5529046.969459358
89,0.011125,1339.089527027027,1793160.7613934672,79146.63224308279,-32154.17040999316,18223.347243162043,0.5666666666666667,0.5133333333333333,4852337.164002471,5269901.77094947
90,0.01125,1323.089527027027,1750565.8965286023,94497.29659313419,23873.453858130633,89060.07497340228,0.5666666666666667,0.5666666666666667,4655687.5825758455,5896438.541046212
91,0.011375,1308.089527027027,1711098.2107177915,39657.76011874033,-34712.32225439125,12514.275043477366,0.5266666666666666,0.5333333333333333,4998988.2277033925,5528712.717654236
92,0.0115,1275.089527027027,1625853.3019340076,-31729.56346152452,-20510.6651619128,-4387.646015561675,0.5133333333333333,0.5333333333333333,4915245.510882752,5856617.669390581
93,0.011625,1163.089527027027,1352777.2478799536,-18511.75602222954,-35427.532736675545,542.279722321215,0.5533333333333333,0.5133333333333333,5536922.584150667,5316527.059996875
94,0.01175,1082.089527027027,1170917.7445015751,2450.283311134057,2982.0428555608914,39680.10920709595,0.5733333333333334,0.5666666666666667,5245922.549416403,5863679.515215448
95,0.011875,921.089527027027,848405.9167988723,-31041.19949438625,92419.2202655918,-32812.70237005117,0.5,0.5666666666666667,5887176.033744447,5816425.562291907
96,0.012,760.089527027027,577736.0890961696,-18773.19910926627,-33176.444077899316,6414.931901345233,0.5133333333333333,0.5,5266308.884719686,5354336.439491251
97,0.012125,583.089527027027,339993.396528602,10931.509124333084,-38020.62006595786,3143.7464377115984,0.5533333333333333,0.52,4502475.6759185195,5739296.750154989
98,0.01225,390.08952702702703,152169.83909616966,-19508.810803262226,-34394.485995246185,5177.853594678575,0.5066666666666667,0.5,4923105.598481251,5461273.067971664
99,0.012375,262.08952702702703,68690.92017725074,-36511.99758550421,-30246.922252940098,1122.2193938076978,0.5133333333333333,0.5333333333333333,5506802.550249977,5481478.926760888
100,0.0125,117.08952702702703,13709.957339412893,71366.05621820221,57101.30299701449,99602.01958036928,0.58,0.5333333333333333,5099491.182865188,5558254.8098757975
101,0.012625,52.08952702702703,2713.3188258993796,-37004.18212187281,-37475.57161931656,-454.16601003614045,0.5133333333333333,0.5133333333333333,5753953.006867429,5644161.2020777175
102,0.01275,4.089527027027028,16.724231304784524,33199.267004223104,-9651.50793541785,-40428.98419942057,0.5333333333333333,0.5266666666666666,5242135.284980074,5045478.198254174
103,0.012875,-43.91047297297297,1928.1296367101895,-14321.1108371821,9836.037388815683,32761.007215549416,0.5666666666666667,0.5133333333333333,5319172.926578232,6140120.369146159
104,0.013,-76.91047297297297,5915.220852926405,-29809.66660412689,2329.5682050984497,-10380.067710937032,0.5333333333333333,0.5266666666666666,4880653.936610942,5574947.101388438
105,0.013125,-107.91047297297297,11644.67017725073,-37660.77419633318,46877.18059995313,-15530.9767354866,0.5,0.5066666666666667,6102049.932631075,4950864.54925484
106,0.01325,-124.91047297297297,15602.626258331811,-8831.199983351722,-31141.649533126376,-11488.376498309417,0.5266666666666666,0.52,5608348.9319541305,5364487.949532065
107,0.013375,-140.91047297297297,19855.761393466946,-34936.75360878253,59141.74788624601,9875.662230294203,0.52,0.5466666666666666,5398273.7504174,5038385.3045316115
108,0.0135,-156.91047297297297,24620.89652860208,-34528.89361782178,-27325.883579017885,-7014.358401882998,0.5066666666666667,0.5066666666666667,5906295.406687696,5621697.352159037
109,0.013625,-172.91047297297297,29898.031663737216,-34746.43870866765,-19376.88793983172,-222.42501583193962,0.5333333333333333,0.56,5212494.37584611,5012481.180267598
110,0.01375,-221.91047297297297,49244.25801508857,-25221.590260696197,65996.7079251238,-28939.445009870957,0.5133333333333333,0.5733333333333334,5025129.5100422865,5273772.854443184
111,0.013875,-204.91047297297297,41988.30193400748,-30071.54154647531,2652.9755609241483,-15373.52845553165,0.52,0.5666666666666667,5317459.985418152,6193824.398802879
112,0.014,-252.91047297297297,63963.70733941289,19446.814029889687,-38683.929832570066,6932.229057996916,0.54,0.5066666666666667,5356192.291467919,5933282.9927594345
113,0.014125,-285.91047297297297,81744.79855562911,-35052.24887633198,43595.56773463475,-11525.297067018124,0.52,0.56,5506032.252076843,5502533.478039078
114,0.01425,-317.91047297297297,101067.06882589938,71778.8579169446,61295.871668276326,101100.48118987375,0.5733333333333334,0.5533333333333333,5141712.26387816,5261967.879141473
115,0.014375,-398.91047297297297,159129.565447521,-31522.524481114593,353069.8408321014,18023.04960406294,0.5066666666666667,0.6133333333333333,4853973.8356140535,5231909.096121789
116,0.0145,-398.91047297297297,159129.565447521,4512.480713607022,-18901.950549602523,-24019.287127753898,0.5533333333333333,0.5,5214592.537626545,5038622.1873413315
117,0.014625,-462.91047297297297,214286.10598806155,-11597.22080407851,-33765.54035726929,9584.74169217105,0.5266666666666666,0.5333333333333333,5672109.327801883,5590450.8563517025
118,0.01475,-510.91047297297297,261029.51139346694,-16066.969563888615,-8804.635043193482,-23984.663986867985,0.5266666666666666,0.5333333333333333,5551215.245007641,5441275.543069159
119,0.014875,-477.91047297297297,228398.42017725072,-7738.852976035661,-34719.258363194655,3875.2618376665764,0.54,0.5,5771244.877897265,5281178.703524297
120,0.015,-575.910472972973,331672.8728799535,-34466.39005950506,58436.46540163392,3971.3364929818663,0.5,0.5466666666666666,5195375.547106859,5195993.839948657
121,0.015125,-575.910472972973,331672.8728799535,-37157.109560956196,-35138.118091563985,569.8623976215158,0.52,0.52,5657650.484360566,5357615.536878791
122,0.01525,-606.910472972973,368340.3222042778,-36911.07246215943,-23111.398435266747,-5508.476284285352,0.5,0.5,5768446.255059062,6412212.540461228
123,0.015375,-655.910472972973,430218.54855562915,-31301.16113671651,29339.592447192914,439.10333939328535,0.5266666666666666,0.5133333333333333,4695612.523269656,5495803.17329499
124,0.0155,-606.910472972973,368340.3222042778,-23611.802799332145,-12226.314467100601,18603.651863732615,0.5533333333333333,0.5533333333333333,5895637.1412295755,5142187.538749823
125,0.015625,-671.910472972973,451463.6836907643,-23709.263152981115,-34533.218907937386,4672.397127636539,0.5333333333333333,0.5,5211730.960385024,5476721.69001048
126,0.01575,-639.910472972973,409485.41342049406,-34900.88335048396,-34053.19107590402,-376.83121242353104,0.5133333333333333,0.52,5497183.114983427,5120171.113944215
127,0.015875,-671.910472972973,451463.6836907643,18841.02792628608,82295.623633631,-81690.07119610219,0.5266666666666666,0.5666666666666667,5549299.255562513,5582867.795261704
128,0.016,-687.910472972973,473220.81882589945,-23823.013023257412,8536.88841188243,-18577.018278789892,0.52,0.52,4670232.853142684,5799163.499334804
129,0.016125,-671.910472972973,451463.6836907643,-10632.08567350834,-32709.20753868893,10812.483171945836,0.54,0.5333333333333333,6339077.810054196,5460833.791109701
130,0.01625,-735.910472972973,541564.2242313048,-33133.27937391345,-34654.271815186956,462.1122931170092,0.5533333333333333,0.5,5033251.95791226,5274094.311976288
131,0.016375,-687.910472972973,473220.81882589945,-37996.928972498616,3252.2570174812845,-2454.1431109820787,0.5066666666666667,0.56,5722866.39354238,5321444.136625599
132,0.0165,-768.910472972973,591223.315447521,1781.675028287447,-16511.313388770606,-26909.89941709318,0.52,0.5666666666666667,4490183.275951502,5901486.218959783
133,0.016625,-783.910472972973,614515.6296367103,-30823.14798377496,-32561.544555407025,3534.690028162054,0.56,0.5066666666666667,4896758.78597257,5912879.878347138
134,0.01675,-799.910472972973,639856.7647718454,-18856.98427553989,-27813.71828444144,-11297.784125171273,0.56,0.5,4906206.107471546,5554334.1778599555
135,0.016875,-912.910472972973,833405.5316637373,-19807.910859885982,50385.637530541455,40261.3837691981,0.5133333333333333,0.5533333333333333,5711576.361821656,5751220.442549484
136,0.017,-928.910472972973,862874.6667988724,3016.601815880369,-8517.222233712833,28305.217516225115,0.5333333333333333,0.54,4497772.592551296,4919141.492930847
137,0.017125,-1073.910472972973,1153283.7039610343,-40211.62618880551,-21503.575324014557,-344.0579112373409,0.5266666666666666,0.5466666666666666,6033620.6724749,4644726.301476105
138,0.01725,-1186.910472972973,1408756.4708529264,-12771.780291078941,-25990.587436989932,-13298.991682723821,0.5266666666666666,0.52,5429742.000951045,5031043.9791656565
139,0.017375,-1331.910472972973,1773985.5080150885,-35282.472239261995,-31774.190811226596,2122.9566003692694,0.5133333333333333,0.5133333333333333,5554087.177543377,5153594.89802638
140,0.0175,-1556.910472972973,2423970.2208529264,-35590.771393715135,101150.96191200346,10372.269775249133,0.52,0.6,5460258.158468101,4726984.2414112585
141,0.017625,-1588.910472972973,2524636.4911231967,-21340.511899912595,-35970.791834504904,3550.277039783684,0.5266666666666666,0.5,4778157.713600427,5575444.999491099
142,0.01775,-1652.910472972973,2732113.031663737,-38748.93821903708,-35505.852475565385,444.60983792181725,0.5266666666666666,0.5,5828139.5603880165,5607402.112316844
143,0.017875,-1588.910472972973,2524636.4911231967,-29372.19057564872,-31577.221740545156,793.672414273171,0.5133333333333333,0.5266666666666666,4431323.787595978,5292496.024361107
144,0.018,-1315.910472972973,1731620.3728799534,25154.002027017686,-16320.786129746471,33361.997808792694,0.54,0.5066666666666667,4924873.431677998,5327295.985669226
145,0.018125,-1025.910472972973,1052492.298555629,-37389.63493304642,-31453.127031524084,-549.508655846954,0.5,0.5,5664296.481971395,4839615.313953886
146,0.01825,-526.910472972973,277634.6465286021,-35770.05283975176,-27769.397728543256,2892.544087411295,0.5333333333333333,0.5133333333333333,5537714.770697919,5258590.6793851415
147,0.018375,-59.91047297297297,3589.2647718453245,32428.78585348843,-35139.582069797245,-2939.1197872133384,0.5066666666666667,0.5133333333333333,4880979.842401075,5290881.756586753
148,0.0185,470.08952702702703,220984.16342049398,-33295.052756887,-31416.3732538773,-2570.6835712673733,0.5066666666666667,0.5133333333333333,5244572.554079016,5306465.652104169
149,0.018625,986.089527027027,972372.5553123858,-24619.33075558707,26619.091552277834,-26196.209830171283,0.5333333333333333,0.5266666666666666,5434856.543609252,4870978.676045765
150,0.01875,1388.089527027027,1926792.5350421157,-36256.399791381235,14292.956560047323,-7126.674323234337,0.5333333333333333,0.5266666666666666,5602839.647748649,4808031.736569521
151,0.018875,1758.089527027027,3090878.785042116,23966.084407663413,33265.96836789545,65039.06326170558,0.5466666666666666,0.5466666666666666,5171026.142355907,5867674.767554465
152,0.019,1999.089527027027,3996358.9370691427,9313.992995334973,-32377.141569253086,-20988.686097303405,0.5333333333333333,0.5266666666666666,5159408.718921386,6368322.878734855
153,0.019125,2177.089527027027,4739718.808690765,109665.55572449043,6668.698201440463,76636.80777718614,0.58,0.5333333333333333,4680249.75654809,5253670.04927948
154,0.01925,2257.089527027027,5094453.133015089,-8592.554354776856,-32245.730177754172,9329.239693972866,0.5333333333333333,0.5066666666666667,5246108.94714988,5331721.622104622
155,0.019375,2225.089527027027,4951023.403285359,-28486.837854474525,-29363.27106949492,-4237.786508849956,0.52,0.5466666666666666,5180706.361906338,4849662.385865733
156,0.0195,2160.089527027027,4665986.764771845,90148.52688768039,-38993.29746292863,-2210.007528579699,0.58,0.5333333333333333,5551130.488691208,5854756.200691595
157,0.019625,1951.089527027027,3806750.342474548,146042.88726406352,-33537.59072352481,26861.06466437827,0.5866666666666667,0.5133333333333333,4696916.118837343,5640867.334172917
158,0.01975,1693.089527027027,2866552.146528602,-24629.850250538366,-33588.143717327315,2724.315709378275,0.5266666666666666,0.5066666666666667,5430404.919221314,5134419.511306354
159,0.019875,1356.089527027027,1838978.805312386,66173.43108714832,-21434.46884154888,-37938.85009886496,0.5733333333333334,0.52,4809691.998581831,5412928.367101749
160,0.02,953.089527027027,908379.646528602,-19427.6916878381,27951.77284534266,26074.077262396288,0.5,0.5266666666666666,4470762.663559519,5634232.853932877
161,0.020125,583.089527027027,339993.396528602,-33209.95775631261,23216.003246334298,-11015.615390846955,0.5066666666666667,0.5,5289254.917623485,5388875.763153504
162,0.02025,165.08952702702703,27254.55193400749,-22139.54900070466,10592.987266982418,-26889.637634195275,0.52,0.54,5700713.95084085,5247260.647421148
163,0.020375,-156.91047297297297,24620.89652860208,12364.832043826453,61468.04773064417,69017.03270172064,0.58,0.5533333333333333,5762183.31233686,4850514.371137665
164,0.0205,-446.91047297297297,199728.9708529264,34333.99598529816,-13611.337811226591,38025.64593554943,0.5466666666666666,0.5,5395008.016656652,5126910.529647999
165,0.020625,-655.910472972973,430218.54855562915,-17457.581835700694,14180.866115733932,27429.29982598493,0.56,0.5466666666666666,4851622.004090265,5453865.054703025
166,0.02075,-751.910472972973,565369.35936644,-30890.930677136137,-23731.272421481146,-8584.34681679289,0.52,0.52,5607541.841994761,5262169.471726728
167,0.020875,-799.910472972973,639856.7647718454,101041.55175166855,-37034.02808131552,-19134.494107648734,0.5466666666666666,0.5333333333333333,4904662.529939831,5965748.868719895
168,0.021,-719.910472972973,518271.08909616974,-33097.25905732841,-33210.08755332105,-3653.773476117214,0.5466666666666666,0.5333333333333333,5670952.61496955,5406756.30427298
169,0.021125,-606.910472972973,368340.3222042778,-87.16076979596609,81268.6145648542,-66996.63214677785,0.5266666666666666,0.5533333333333333,5845628.2858261615,5124994.262334986
170,0.02125,-446.91047297297297,199728.9708529264,-22640.657318559453,17731.69194698131,-20640.975170591708,0.5,0.52,4610814.8103028545,5231901.609475377
171,0.021375,-204.91047297297297,41988.30193400748,-36515.75360252458,-12586.352019189582,-2091.6693105466634,0.54,0.5333333333333333,5504174.524748981,5559488.104536147
