subject_number,block_index,block_scheme,pre_or_post,time,response,response_text
03062025001,1,imagined_sentence,pre,2026-03-06 12:20:07,3,3 - Awake; but relaxed; responsive but not fully alert
03062025001,1,imagined_sentence,post,2026-03-06 12:33:03,5,5 - Foggy; losing interest in remaining awake; slowed down
03062025001,2,full_sentence,pre,2026-03-06 12:34:30,3,3 - Awake; but relaxed; responsive but not fully alert
03062025001,2,full_sentence,post,2026-03-06 12:49:24,6,6 - Sleepy; woozy; fighting sleep; prefer to lie down
