fisher_ratio_label_axis,fisher_null_mean,fisher_null_std,fisher_p_random_direction,var_fraction_label_axis,var_null_mean,var_null_std,var_p_random_direction
37.67242017231667,0.009099292199237293,0.012924913233594484,0.0004997501249375312,0.0049300153428267135,0.00033810757187696005,2.751858399078171e-05,0.0004997501249375312
