subject_number,block_name,trial_number,play_count,timestamp
02242025001,imagined_sentence,15,3,2026-02-24 16:57:48
02242025001,imagined_sentence,30,3,2026-02-24 16:59:05
02242025001,imagined_sentence,45,3,2026-02-24 17:00:17
02242025001,imagined_sentence,60,3,2026-02-24 17:01:36
02242025001,imagined_sentence,75,3,2026-02-24 17:02:54
02242025001,imagined_sentence,90,3,2026-02-24 17:04:02
02242025001,imagined_sentence,105,3,2026-02-24 17:05:15
02242025001,imagined_sentence,120,3,2026-02-24 17:06:36
02242025001,imagined_sentence,135,3,2026-02-24 17:07:58
