block,group,n,mean,sd,ci_lo,ci_hi,wilcoxon_W,wilcoxon_p,t,t_p,cohens_d
full_sentence,UChicago,10,0.5040268456375838,0.043546652879217024,0.47852348993288596,0.5302013422818791,26.0,0.904296875,0.29242210729714224,0.7765931935913009,0.09247198972451137
full_sentence,Oberlin,16,0.526006711409396,0.026380193298031613,0.5130033557046979,0.5381711409395973,14.0,0.005158727845187974,3.9433693476895866,0.001300972486020477,0.9858423369223966
full_sentence,Unified,26,0.517552916881776,0.03491620258455547,0.5041300980898297,0.5307176045431079,88.0,0.026074144291275327,2.563356237950048,0.01676611317882084,0.5027155183691185
imagined_sentence,UChicago,10,0.4899328859060403,0.043952757727938496,0.46308724832214765,0.514765100671141,22.0,0.611328125,-0.7243006274771054,0.4872815465020977,-0.229043969351679
imagined_sentence,Oberlin,16,0.5100671140939598,0.03278759903456155,0.49496644295302017,0.526006711409396,50.0,0.35020138917929555,1.2281611817136089,0.23830965824259162,0.3070402954284022
imagined_sentence,Unified,26,0.5023231801755291,0.03795085985068536,0.4876097057305111,0.5162622612287042,156.0,0.6195110684411241,0.3121389369100422,0.7575235090012761,0.06121548193293893
