subject_number,block_index,block_scheme,pre_or_post,time,response,response_text
03032025002,1,full_sentence,pre,2026-03-03 16:34:03,2,2 - Functioning at high levels; but not at peak; able to concentrate
03032025002,1,full_sentence,post,2026-03-03 16:49:51,5,5 - Foggy; losing interest in remaining awake; slowed down
03032025002,2,imagined_sentence,pre,2026-03-03 16:50:58,5,5 - Foggy; losing interest in remaining awake; slowed down
03032025002,2,imagined_sentence,post,2026-03-03 17:03:45,6,6 - Sleepy; woozy; fighting sleep; prefer to lie down
