subject_number,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14
02262025001,3,4,4,2,2,2,1,3,4,1,4,3,3,2
02262025001,3,4 - Could Change the Image but With Effort,4 - Could Change the Image but With Effort,2,2,2,1 - No Image Present at All,3,4 - Could Change the Image but With Effort,1 - No Image Present at All,4 - Could Change the Image but With Effort,3,3,2
