subject_number,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14
04192026002,5,5,6,4,4,3,7,3,6,4,6,6,5,2
04192026002,5,5,6,4 - Could Change the Image but With Effort,4 - Could Change the Image but With Effort,3,7 - Extremely Easy to Change the Image,3,6,4 - Could Change the Image but With Effort,6,6,5,2
