subject,block_type,stimulus_number,true_label,subject_response,site,called_target,true_target,trial_index,pearson_raw_contrast,lagged_xcorr_max_contrast,envelope_corr_contrast,log_spectrum_corr_contrast,mfcc_cosine_contrast,trial_index_z
3032025001,full_sentence,1558811,target,distractor,Oberlin,0,1,71,0.004721144214272499,0.001207944005727768,0.00016987323760986328,-0.0015117824077606201,-0.025742080062627792,-0.06951413356200833
3032025001,full_sentence,1377011,target,distractor,Oberlin,0,1,72,0.0068147312849760056,0.0010468363761901855,0.0052054524421691895,-0.000700041651725769,0.018092161044478416,-0.046342755708005556
3032025001,full_sentence,1556070,target,distractor,Oberlin,0,1,73,0.004712437279522419,0.001824837177991867,0.007044553756713867,-0.0014581084251403809,0.032715823501348495,-0.023171377854002778
3032025001,full_sentence,80741,target,target,Oberlin,1,1,74,0.004331426229327917,-0.0007655955851078033,0.004411041736602783,0.007675230503082275,-0.0019064182415604591,0.0
3032025001,full_sentence,1084017,target,target,Oberlin,1,1,75,0.002697339514270425,0.001395098865032196,0.005372047424316406,-0.00117550790309906,0.018148280680179596,0.023171377854002778
3032025001,full_sentence,2501681,target,distractor,Oberlin,0,1,76,-0.0004709404893219471,-0.001739315688610077,-0.0007023811340332031,0.00053444504737854,-0.006998460739850998,0.046342755708005556
3032025001,full_sentence,1325540,target,target,Oberlin,1,1,77,0.00619996152818203,0.0006759651005268097,0.014233291149139404,-0.00014390051364898682,0.00492839515209198,0.06951413356200833
3032025001,full_sentence,1708892,distractor,distractor,Oberlin,0,0,78,-0.005919868126511574,0.0012333840131759644,0.0039045214653015137,0.003558740019798279,-0.017413495108485222,0.09268551141601111
3032025001,full_sentence,1531735,distractor,target,Oberlin,1,0,79,0.0024584541097283363,0.00206640362739563,0.016878604888916016,4.884600639343262e-05,0.06743429601192474,0.11585688927001389
3032025001,full_sentence,1286055,distractor,distractor,Oberlin,0,0,80,0.0012785234721377492,-0.0004971064627170563,0.0020641684532165527,-0.0005584508180618286,-0.014831282198429108,0.13902826712401667
3032025001,full_sentence,920816,distractor,distractor,Oberlin,0,0,81,0.0004382518818601966,-0.000714574009180069,-0.009669303894042969,-0.001708492636680603,0.0010518021881580353,0.16219964497801945
3032025001,full_sentence,930786,distractor,target,Oberlin,1,0,82,-0.0026648014318197966,-2.7280300855636597e-05,0.005822539329528809,-0.005093991756439209,-0.03837411850690842,0.18537102283202223
3032025001,full_sentence,1717516,distractor,target,Oberlin,1,0,83,-0.004794109612703323,0.0007434897124767303,-0.005192875862121582,0.0034590065479278564,-0.03974689170718193,0.208542400686025
3032025001,full_sentence,633301,distractor,distractor,Oberlin,0,0,84,0.0044973501935601234,-0.00028226524591445923,0.0014011859893798828,0.00021189451217651367,-0.00881352461874485,0.23171377854002778
3032025001,full_sentence,2216495,target,distractor,Oberlin,0,1,85,0.00817122496664524,-0.00014789775013923645,-0.0019873380661010742,0.0016860514879226685,-0.012397978454828262,0.2548851563940306
3032025001,full_sentence,469558,target,distractor,Oberlin,0,1,86,0.005454800557345152,-0.0009362921118736267,0.015652716159820557,0.0039812177419662476,-0.0330994576215744,0.27805653424803334
3032025001,full_sentence,2669502,target,target,Oberlin,1,1,87,0.009617649018764496,-0.0003812536597251892,0.0020775198936462402,0.0014918744564056396,0.06271781772375107,0.30122791210203614
3032025001,full_sentence,552066,distractor,distractor,Oberlin,0,0,88,-0.002505948068574071,-1.5698373317718506e-05,0.005584836006164551,-0.0005668699741363525,-0.008956133387982845,0.3243992899560389
3032025001,full_sentence,2645024,distractor,distractor,Oberlin,0,0,89,0.0036848646122962236,0.0004560835659503937,0.0063797831535339355,0.00394788384437561,-0.013671660795807838,0.3475706678100417
3032025001,full_sentence,2253127,target,distractor,Oberlin,0,1,90,0.003115796484053135,0.001846160739660263,0.006101250648498535,-0.002015739679336548,0.003032935783267021,0.37074204566404445
3032025001,full_sentence,1038202,target,target,Oberlin,1,1,91,0.0077140843495726585,0.0010609179735183716,-0.002814352512359619,-0.0016647875308990479,0.028347648680210114,0.39391342351804726
3032025001,full_sentence,1667784,distractor,distractor,Oberlin,0,0,92,0.0036745478864759207,0.0011680163443088531,0.004717826843261719,0.0012089908123016357,0.010185844264924526,0.41708480137205
3032025001,full_sentence,2514923,target,distractor,Oberlin,0,1,93,0.009793666191399097,-0.0001806393265724182,0.010239660739898682,0.0033254623413085938,-0.0967787355184555,0.4402561792260528
3032025001,full_sentence,2380621,distractor,target,Oberlin,1,0,94,-0.0035922168754041195,-0.0008362904191017151,0.009567975997924805,0.0018385648727416992,-0.024874122813344002,0.46342755708005556
3032025001,full_sentence,2474088,target,distractor,Oberlin,0,1,95,0.0011722338385879993,0.00013950839638710022,-0.009599089622497559,0.0012818574905395508,-0.018599826842546463,0.48659893493405837
3032025001,full_sentence,1154913,target,distractor,Oberlin,0,1,96,0.008368694223463535,-0.0004087388515472412,0.00988680124282837,-0.007228732109069824,-0.009464908391237259,0.5097703127880612
3032025001,full_sentence,2118128,distractor,distractor,Oberlin,0,0,97,-0.0001626238808967173,0.00027208030223846436,0.009560167789459229,0.0004182755947113037,0.019639920443296432,0.5329416906420639
3032025001,full_sentence,137369,target,target,Oberlin,1,1,98,0.0040670158341526985,0.0007222741842269897,0.01119154691696167,0.000994369387626648,0.009028214029967785,0.5561130684960667
3032025001,full_sentence,1372543,distractor,target,Oberlin,1,0,99,-0.0019363390747457743,-0.0007789060473442078,-0.009647905826568604,0.004759177565574646,0.040289949625730515,0.5792844463500695
3032025001,full_sentence,63332,distractor,distractor,Oberlin,0,0,100,-0.0024580659810453653,-0.0008879117667675018,0.011081337928771973,0.0035161077976226807,0.059523534029722214,0.6024558242040723
3032025001,full_sentence,1950306,target,distractor,Oberlin,0,1,101,0.009691261686384678,-0.002515677362680435,0.0005050301551818848,-0.006868287920951843,-0.022549763321876526,0.625627202058075
3032025001,full_sentence,2065486,target,target,Oberlin,1,1,102,0.009297655895352364,-0.00019172951579093933,0.013074219226837158,0.0004795491695404053,0.030528515577316284,0.6487985799120778
3032025001,full_sentence,1832684,distractor,target,Oberlin,1,0,103,-0.0012015579268336296,-0.0008124448359012604,-0.007676661014556885,0.0014278292655944824,-0.025073716416954994,0.6719699577660806
