subject_number,block_name,trial_number,play_count,timestamp
03132025001,imagined_sentence,15,3,2026-03-13 12:33:45
03132025001,imagined_sentence,30,3,2026-03-13 12:36:50
03132025001,imagined_sentence,45,3,2026-03-13 12:39:35
03132025001,imagined_sentence,60,3,2026-03-13 12:42:16
03132025001,imagined_sentence,75,3,2026-03-13 12:44:41
03132025001,imagined_sentence,90,3,2026-03-13 12:46:57
03132025001,imagined_sentence,105,3,2026-03-13 12:49:30
03132025001,imagined_sentence,120,3,2026-03-13 12:51:58
03132025001,imagined_sentence,135,3,2026-03-13 12:55:38
