subset,quest,perf,n,rho,p
D_stably_aligned,LSHS,fa_rate,15,0.12880163722232754,0.6473236737684194
D_stably_aligned,LSHS,criterion,15,-0.12142857142857141,0.6664011137233893
D_stably_aligned,DES,d_prime,15,0.08407884652013048,0.7657694349480964
D_stably_aligned,DES,cos_ci_true,15,0.03756714418984554,0.8942565950591421
D_stably_aligned,DES,cos_w_true,15,-0.1341683721065912,0.6335637188020524
D_stably_aligned,DES,beta_truetarget,15,0.055456260470724356,0.8443771738186249
D_stably_aligned,DES,accuracy,15,-0.014546993482366046,0.9589632583486312
D_stably_aligned,DES,hit_rate,15,-0.2903225806451613,0.2938592214746713
D_stably_aligned,DES,fa_rate,15,-0.2051971326164875,0.463166919116764
D_stably_aligned,DES,criterion,15,0.2880147721221491,0.2978881292527315
D_stably_aligned,FSS,d_prime,15,0.0593540540039859,0.8335752864173688
D_stably_aligned,FSS,cos_ci_true,15,-0.15288165425269096,0.5864722421980336
D_stably_aligned,FSS,cos_w_true,15,-0.07734013097489072,0.7841147951822787
D_stably_aligned,FSS,beta_truetarget,15,0.007194430788361927,0.9796987243497771
D_stably_aligned,FSS,accuracy,15,0.060331588156123314,0.8308705156497751
D_stably_aligned,FSS,hit_rate,15,0.31982449223513704,0.24521181115177748
D_stably_aligned,FSS,fa_rate,15,0.35225739848996784,0.19785590413764828
D_stably_aligned,FSS,criterion,15,-0.2895758392315676,0.2951593295577184
D_stably_aligned,SSS_mean,d_prime,15,-0.34786262139146906,0.20389888066979106
D_stably_aligned,SSS_mean,cos_ci_true,15,-0.44026363019857806,0.10051434811691123
D_stably_aligned,SSS_mean,cos_w_true,15,-0.1503781123723538,0.5926889798240019
D_stably_aligned,SSS_mean,beta_truetarget,15,-0.3369919144729856,0.2193486208440778
D_stably_aligned,SSS_mean,accuracy,15,-0.33149227484671123,0.2274383422037726
D_stably_aligned,SSS_mean,hit_rate,15,0.04900576971026612,0.8623091233976893
D_stably_aligned,SSS_mean,fa_rate,15,0.2849594757226585,0.30327158286599504
D_stably_aligned,SSS_mean,criterion,15,-0.1358838364810426,0.6291885180400076
