Event,Timestamp_ns,ms_since_last,s_since_last
screen_presented,21565214852200,0,0.0
text_submitted:methodology_explanation,21594989676600,29774.824,29.774824
text_submitted:methodology_changes,21598586853200,3597.177,3.597177
