Event,Timestamp_ns,ms_since_last,s_since_last
screen_presented,352915327393700,0,0.0
text_submitted:methodology_explanation,352959567054400,44239.661,44.239661
text_submitted:methodology_changes,353034901122300,75334.068,75.334068
