subject_number,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14
03062025001,5,1,3,2,4,5,2,6,3,3,1,4,5,3
03062025001,5,1 - No Image Present at All,3,2,4 - Fairly Vivid,5,2,6,3,3,1 - No Image Present at All,4 - Fairly Vivid,5,3
