subject_number,block_name,trial_number,play_count,timestamp
04062026001,imagined_sentence,15,3,2026-04-06 16:48:35
04062026001,imagined_sentence,30,3,2026-04-06 16:49:52
04062026001,imagined_sentence,45,3,2026-04-06 16:51:14
04062026001,imagined_sentence,60,3,2026-04-06 16:52:26
04062026001,imagined_sentence,75,3,2026-04-06 16:53:45
04062026001,imagined_sentence,90,3,2026-04-06 16:54:56
04062026001,imagined_sentence,105,3,2026-04-06 16:56:07
04062026001,imagined_sentence,120,3,2026-04-06 16:57:17
04062026001,imagined_sentence,135,3,2026-04-06 16:58:28
