subject_number,block_name,trial_number,play_count,timestamp
04182026001,full_sentence,15,3,2026-04-18 15:39:50
04182026001,full_sentence,30,3,2026-04-18 15:41:15
04182026001,full_sentence,45,3,2026-04-18 15:42:36
04182026001,full_sentence,60,3,2026-04-18 15:43:54
04182026001,full_sentence,75,3,2026-04-18 15:45:17
04182026001,full_sentence,90,3,2026-04-18 15:46:34
04182026001,full_sentence,105,3,2026-04-18 15:48:20
04182026001,full_sentence,120,3,2026-04-18 15:49:40
04182026001,full_sentence,135,3,2026-04-18 15:51:11
