block_type,metric,n_subj,chi2,p,mean_first5,mean_mid5,mean_last5
full_sentence,response_rate,26,4.000000000000004,0.1353352832366124,0.47846153846153844,0.4607692307692309,0.489010989010989
full_sentence,hit_rate,26,5.961165048543725,0.050763254422543556,0.5052313290351422,0.4634145066908989,0.5134456805717581
full_sentence,fa_rate,26,0.2307692307692264,0.8910233766955583,0.45023661006677096,0.4491395318955685,0.4665645517993256
full_sentence,accuracy,26,2.431372549019639,0.2965064596296049,0.5223076923076924,0.5084615384615385,0.521978021978022
imagined_sentence,response_rate,26,3.2815533980582523,0.19382943667556352,0.47692307692307695,0.4592307692307692,0.45447409733124017
imagined_sentence,hit_rate,26,1.4615384615384528,0.4815384334071312,0.4829140611264933,0.467464790833491,0.45815084386167115
imagined_sentence,fa_rate,26,1.5339805825242763,0.4644087019605522,0.4654883553104635,0.45475308085285904,0.4595889907198041
imagined_sentence,accuracy,26,0.5384615384615472,0.7639669352423368,0.5046153846153847,0.5023076923076923,0.49999999999999994
