subject,block_type,beta_tsr,beta_pos,beta_tsr_x_pos,beta_truetarget,beta_tsr_x_truth,beta_pos_x_truth,beta_tsr_x_pos_x_truth,intercept
4142026001,imagined_sentence,-0.1181526959681628,0.19901821456228985,-0.1785524858367161,0.0734526318708471,-0.1630760047191431,-0.27222191670813595,0.5829276034894196,-0.8465654378383218
4142026002,full_sentence,0.21171698521261162,-0.2660231094187752,0.2062878420385141,0.28010959596079443,-0.47608555633125066,0.1383846959738001,-0.072140775919585,-0.133100131776315
4142026002,imagined_sentence,0.37122597269930724,-0.03481685149032448,-0.011460274717651509,0.4141240917285981,-0.40328202820971,-0.1371797469306482,0.2130689462408335,-0.3699048311233724
4182026001,full_sentence,-0.5133422959433468,-0.4666983404381444,-0.2667612630213033,0.16832824892227227,0.6749302459076594,-0.27468069269453593,0.0517664480657593,-0.5185765922209515
4182026001,imagined_sentence,0.5477412027268658,0.6377748461670112,0.22204368717399053,-0.4862153309576177,-0.7020772324996767,-0.46301120554143743,-0.21044089097112065,0.28626727108651073
4182026002,full_sentence,0.13097747882877864,-0.39424149195522484,-0.21066176295741376,0.10932200489665589,-0.03433044356387695,0.4198857080302254,-0.1075800193381972,-0.2667379839249964
4182026002,imagined_sentence,0.09747090798657651,0.004854384358634881,-0.13208545269009753,-0.36926018877497635,-0.38070307121802305,0.433155455210449,0.4448681221005032,0.21000864691024
4192026001,full_sentence,0.2612127536069997,-0.15251740213181947,0.13587816805852673,0.5712068757868851,-0.3949548638798625,-0.4064443167168843,-0.4175459544742453,-0.059218369884112096
4192026001,imagined_sentence,-0.09038134593717644,0.49070390370854805,-0.10426150734041326,0.0972112538792969,0.30172377241455817,-0.7899991803956182,0.3899848828791977,0.3518045539442347
4192026002,full_sentence,0.008723210265060958,0.17269588452976226,-0.4478072814672922,-0.25618222809799535,0.15685291590572384,-0.2792395438845908,0.5759884981417461,0.3982324463429157
4192026002,imagined_sentence,0.11153227354330199,0.23077579042740184,0.07771562229151063,0.44433147422250874,-0.45969862290807645,-0.23687723771889435,-0.1741629397375966,0.1377752161269294
