subject,block_type,d_prime,cos_ci_true,cos_w_true,beta_truetarget,site,hit_rate,fa_rate,accuracy,criterion,abs_d_prime,signed_tertile,abs_tertile
2242025001,full_sentence,-0.1175958409701302,0.0082200713405826,-0.2592120315446147,-0.1703407321658913,Oberlin,0.5066666666666667,0.5540540540540541,0.4765100671140939,-0.0752896435069229,0.1175958409701302,low,low
2242025001,imagined_sentence,0.0882344169413606,0.069250733678546,-0.226040140704614,0.0669208656524866,Oberlin,0.6081081081081081,0.5733333333333334,0.5167785234899329,-0.2265244313051543,0.0882344169413606,high,med
2262025001,full_sentence,0.150579287013846,0.0407433153490081,-0.0659889837722205,0.2969468892999163,Oberlin,0.5540540540540541,0.4933333333333333,0.5302013422818792,-0.058797920485065,0.150579287013846,med,med
2262025001,imagined_sentence,0.017400150001846,0.0133470614746102,0.3223852382948209,0.016038874943241,Oberlin,0.48,0.4729729729729729,0.5033557046979866,0.0581932001927863,0.017400150001846,med,low
3032025001,full_sentence,0.1216737207456692,0.032986323960663,0.3954580731228889,0.1446693873638673,Oberlin,0.44,0.3918918918918919,0.5234899328859061,0.2098047794029999,0.1216737207456692,med,low
3032025001,imagined_sentence,-0.1535794851078928,-0.050787828968927,-0.1256419112974174,-0.2466412145879716,Oberlin,0.5333333333333333,0.5945945945945946,0.4697986577181208,-0.1593382754580593,0.1535794851078928,low,med
3032025002,full_sentence,0.0494931251918633,0.0418820557529497,0.0574377847110349,0.1372092167833799,Oberlin,0.5,0.48,0.5100671140939598,0.0247465625959316,0.0494931251918633,low,low
3032025002,imagined_sentence,0.49066131289748,0.199324963406017,0.3341794117757779,0.7501728061442493,Oberlin,0.3333333333333333,0.1756756756756756,0.5771812080536913,0.670034431394074,0.49066131289748,high,high
3062025001,full_sentence,0.2494797373275137,0.0976330785268291,0.2340677968735572,0.410071561691906,Oberlin,0.5866666666666667,0.4864864864864865,0.5503355704697986,-0.0913119338335016,0.2494797373275137,high,high
3062025001,imagined_sentence,0.0488011345965778,0.0196835666310519,-0.0047161122224132,0.0484785956454395,Oberlin,0.5466666666666666,0.527027027027027,0.5100671140939598,-0.0912938424919982,0.0488011345965778,med,low
3062025002,full_sentence,0.3216661544958306,0.1321437201722912,0.1817445685643747,0.5115044685356083,Oberlin,0.2702702702702703,0.1733333333333333,0.5503355704697986,0.7635956226109724,0.3216661544958306,high,high
3062025002,imagined_sentence,-0.0840089478575383,-0.0219563973732919,0.0499841793751096,-0.105657127798926,Oberlin,0.3333333333333333,0.3648648648648648,0.4832214765100671,0.3826993010165648,0.0840089478575383,low,med
3102025001,full_sentence,0.249401639541635,0.0909275740905043,-0.0723603718116129,0.4324593330079902,Oberlin,0.56,0.4594594594594595,0.5503355704697986,-0.0242670992593477,0.249401639541635,high,high
3102025001,imagined_sentence,-0.0922131751995444,-0.0274463667262962,0.0934888740949763,-0.0773265940722182,Oberlin,0.3513513513513513,0.3866666666666666,0.4832214765100671,0.3302300209089034,0.0922131751995444,low,med
3102025002,full_sentence,0.1825876849839965,0.0574084065632977,0.0439282820269008,0.2347999998051591,Oberlin,0.5466666666666666,0.4729729729729729,0.5369127516778524,-0.0244005672982888,0.1825876849839965,med,med
3102025002,imagined_sentence,0.3186393639643751,0.1590601012140008,-0.1146797581240101,0.3423614654622027,Oberlin,0.5,0.3733333333333333,0.5637583892617449,0.1593196819821875,0.3186393639643751,high,high
3132025001,full_sentence,-0.11759584097013,-0.0659468155268205,-0.292314920218806,-0.1905384586478366,Oberlin,0.4459459459459459,0.4933333333333333,0.4765100671140939,0.075289643506923,0.11759584097013,low,low
3132025001,imagined_sentence,0.0499196578521132,0.0481437182546526,-0.0695442605827182,0.0877435776201481,Oberlin,0.5135135135135135,0.4933333333333333,0.5100671140939598,-0.0084681059041986,0.0499196578521132,med,low
3132026002,full_sentence,-0.0485341985186955,0.0111777349727682,0.1538857183017434,0.0112903477217609,Oberlin,0.44,0.4594594594594595,0.4899328859060403,0.1247008197708175,0.0485341985186955,low,low
3132026002,imagined_sentence,-0.0840089478575383,-0.0207759876138337,-0.0629899501519664,-0.1561958486295731,Oberlin,0.3333333333333333,0.3648648648648648,0.4832214765100671,0.3826993010165648,0.0840089478575383,low,med
3172026001,full_sentence,0.0922131751995444,0.0285642457330118,-0.2077814998110358,0.151642068529074,Oberlin,0.3866666666666666,0.3513513513513513,0.5167785234899329,0.3302300209089034,0.0922131751995444,med,low
3172026001,imagined_sentence,0.0833944761835707,0.0721254329572711,0.0670128484416032,0.205490989700571,Oberlin,0.3783783783783784,0.3466666666666667,0.5167785234899329,0.3471780261911827,0.0833944761835707,high,low
3192026001,full_sentence,0.1897863783091102,0.0403753137460809,0.1063676662417814,0.3016768054017388,Oberlin,0.6216216216216216,0.5466666666666666,0.5369127516778524,-0.2105875989448422,0.1897863783091102,high,high
3192026001,imagined_sentence,-0.0169362118083972,-0.0222077159529397,0.1457626556395133,-0.0138866146594077,Oberlin,0.4864864864864865,0.4933333333333333,0.4966442953020134,0.0249598289260566,0.0169362118083972,med,low
3202026001,full_sentence,0.2160518024972585,0.0974657871796313,0.1526143425391672,0.3646395143221246,Oberlin,0.5,0.4133333333333333,0.5436241610738255,0.1080259012486292,0.2160518024972585,high,high
3202026001,imagined_sentence,0.0164917230218579,0.0208562379141752,0.2503242893318438,0.0359399813532903,Oberlin,0.5,0.4933333333333333,0.5033557046979866,0.0082458615109289,0.0164917230218579,med,low
3202026002,full_sentence,0.3168360814465311,0.1614199700578269,0.4229120447996023,0.4799079996315042,Oberlin,0.527027027027027,0.4,0.5637583892617449,0.0915247655295562,0.3168360814465311,high,high
3202026002,imagined_sentence,-0.1830495310591123,-0.0981427186634525,-0.1464768001745102,-0.3574654689809045,Oberlin,0.4,0.4729729729729729,0.4630872483221476,0.1584180407232656,0.1830495310591123,low,high
4142026001,full_sentence,0.124643024590537,0.0265160246148754,0.2033629441468661,0.1507509314570676,Oberlin,0.4133333333333333,0.3648648648648648,0.5234899328859061,0.278373314792527,0.124643024590537,med,med
4142026001,imagined_sentence,0.1233246006142368,0.025919809849789,0.2681929027977899,0.1728548195242978,Oberlin,0.3378378378378378,0.2933333333333333,0.5234899328859061,0.4741254297485232,0.1233246006142368,high,med
4142026002,full_sentence,0.1829822534155826,0.109405835844201,0.2420730751058926,0.2285961397368305,Oberlin,0.5333333333333333,0.4594594594594595,0.5369127516778524,0.0089425938036784,0.1829822534155826,med,med
