r_total,template_contrib,residual_contrib
0.01829931146839279,0.005222803308924326,0.013076508159468462
0.0029893006805342547,0.005329833305859233,-0.002340532625324945
0.03558626218668242,0.005753707901474764,0.029832554285207657
-0.011817022079466217,0.005218389808236276,-0.01703541188770249
0.002757215938422218,0.005778076301254019,-0.0030208603628318104
0.023569658450863448,0.0063256051931432295,0.017244053257720243
-0.003587839634680927,0.00549630720064683,-0.009084146835327753
-0.02363501460665551,0.00539490672288459,-0.029029921329540076
0.0010044219976499149,0.005245367015187466,-0.004240945017537541
0.0029389939319611497,0.005242762203184306,-0.002303768271223153
0.018508014543925273,0.005338588765419491,0.013169425778505762
0.008879871189752508,0.006233797178152531,0.0026460740115999666
0.006370165986823782,0.005396116367867657,0.0009740496189561291
0.029220182297633353,0.0052873015510953,0.023932880746538075
0.010794497679898164,0.005710379842945458,0.005084117836952707
0.0061296558972451865,0.00550662051073141,0.0006230353865137909
-0.005224085104729466,0.006922132276034614,-0.012146217380764074
0.03656108128620652,0.005205823692220013,0.031355257593986524
0.0016134575625109929,0.0052475482204382634,-0.0036340906579272595
0.022642693001180093,0.0051689416129458154,0.017473751388234288
0.005079866292127597,0.005522876086307138,-0.00044300979417954067
0.016992256295205982,0.005342778527417348,0.011649477767788616
0.010500611403060297,0.005201744585815079,0.005298866817245208
-0.006091250004909858,0.0052261897428524,-0.011317439747762248
-0.0018364723985577595,0.005846743776253295,-0.00768321617481106
0.004083439111837323,0.005870052735261792,-0.0017866136234244653
0.005667816695096059,0.0051818687727588405,0.0004859479223371961
-0.003279127951028141,0.005360466845989166,-0.008639594797017291
0.011264867204451438,0.005183929164776975,0.006080938039674481
0.02176432016430593,0.005278287564112683,0.016486032600193257
0.03177241911917326,0.00679009324271747,0.024982325876455796
0.002699042876721067,0.005155542974105726,-0.002456500097384709
-0.007722679817915821,0.005599595286971059,-0.013322275104886875
0.018559216685974905,0.006278416756132616,0.012280799929842311
0.005475506767780601,0.00537262491354797,0.0001028818542326069
0.018058815188982634,0.005207737260897047,0.012851077928085597
0.0027393061545712507,0.0059466952671068775,-0.0032073891125356255
-0.009754547596077197,0.005647471286781756,-0.015402018882858946
0.019805846153564986,0.006129549650368641,0.013676296503196357
0.029686675067492046,0.005576363230651412,0.024110311836840634
0.010699190341748153,0.005161347297883901,0.005537843043864252
0.01692633968898213,0.005520399410874453,0.011405940278107676
0.04119138443736605,0.005460349654000205,0.0357310347833659
0.017525802881736174,0.005165630907508622,0.012360171974227561
-0.008359294074311527,0.005285841149003109,-0.013645135223314637
0.02034410462307558,0.00598299732452533,0.014361107298550255
0.012123127057275945,0.00521611156549142,0.006907015491784543
0.002474037738830156,0.005459992065730136,-0.0029859543268999523
-0.014419672408851034,0.005524822301533453,-0.019944494710384494
0.030099881743827328,0.005445093198831021,0.02465478854499628
0.0178751853365828,0.005209041321171927,0.012666144015410883
-0.004007863217082562,0.005661884330972028,-0.009669747548054585
0.006119453469349067,0.005304156634933531,0.0008152968344155151
-0.0034308239325615522,0.005380655106460569,-0.008811479039022125
-0.03644544275035559,0.005416239347548306,-0.04186168209790388
0.0057350168060944446,0.005249482539841719,0.0004855342662527379
0.028772941035335547,0.005515814865594027,0.023257126169741547
-0.007083453505267241,0.0051515596468657745,-0.012235013152133037
-0.0062949549435151264,0.005338014480155365,-0.01163296942367051
-0.004209260238611923,0.005342969003196144,-0.009552229241808066
0.0141949649392099,0.00533207642498805,0.008862888514221848
0.004939620962005717,0.005572616222319111,-0.0006329952603133725
0.016035436600393853,0.005455922792565103,0.010579513807828752
0.029018803008127942,0.005252577311118243,0.0237662256970097
-0.009654490563184234,0.0051595261202183225,-0.014814016683402553
-0.0015516658071529584,0.005203324783275768,-0.006754990590428703
0.04765108887105041,0.0051781753480493855,0.04247291352300103
0.0025527407873068056,0.005214084765989919,-0.0026613439786831237
0.003335073884224925,0.005493306116551034,-0.0021582322323261084
0.011179860564399428,0.0055199685216571325,0.005659892042742295
0.013085334282134022,0.006107332268901493,0.00697800201323253
-0.0023634532647327884,0.005228578434980627,-0.007592031699713416
0.009964105328470831,0.0053491526156116895,0.0046149527128591375
-0.00049404923626457,0.005346335643578778,-0.005840384879843351
0.020936344710291835,0.005682107735276103,0.01525423697501574
0.019152809830436397,0.00519798538785592,0.01395482444258046
0.021712463724541768,0.005313387838978579,0.016399075885563216
0.0008370331840236815,0.005390096576072222,-0.004553063392048571
-0.0022550917968307384,0.005382996106053524,-0.0076380879028842726
0.0013582635033105722,0.006149530330627184,-0.004791266827316597
0.009429671264372014,0.00551005790346896,0.003919613360903052
0.018681122099317448,0.005218295395175298,0.013462826704142158
-0.002491622587680259,0.0056271619677568515,-0.00811878455543708
0.055726006625586084,0.005216009586738766,0.050509997038847336
-0.017628107784294803,0.005347232403131019,-0.02297534018742581
0.005648341461508074,0.0054624938180377666,0.00018584764347028993
-0.003498099282238714,0.005210165056485099,-0.008708264338723824
0.05625765044944787,0.005576880403314235,0.05068077004613366
-0.023151972058547656,0.006568971204411863,-0.02972094326295951
0.0019974164605412966,0.005454525718919864,-0.0034571092583785957
0.003855506882244758,0.00526532999601535,-0.0014098231137706094
-0.01567442474442879,0.005355021915489346,-0.02102944665991813
-0.038094249358797475,0.00524874479760945,-0.04334299415640692
0.015677097883612587,0.005771473590291245,0.009905624293321353
-0.027246656059374003,0.005411769051875598,-0.03265842511124965
-0.01832111236929594,0.006258720192182757,-0.024579832561478717
-0.01273204568913149,0.005569785500366937,-0.018301831189498425
0.026602376811015613,0.005569570153963383,0.021032806657052254
-0.005702628427546943,0.005208267529284167,-0.010910895956831089
0.02944883918970842,0.005480727725163483,0.023968111464544934
0.019879327390912187,0.005321880686825087,0.014557446704087087
0.0011237587048217657,0.005231656100102856,-0.004107897395281108
-0.012618569242616251,0.005399415582221666,-0.018017984824837907
0.01224631230435099,0.005190780515838239,0.007055531788512751
0.0037319725770321673,0.0056408601021948925,-0.0019088875251626984
0.035358606249932,0.005208758775095478,0.03014984747483654
0.015483991622718504,0.005372945607112539,0.010111046015605975
0.007382703483755794,0.005259937057419107,0.002122766426336706
0.015529551088569234,0.005973859919967863,0.009555691168601409
-0.020980964775684688,0.006811708298612174,-0.027792673074296843
-0.004038590930829814,0.0059084994607048694,-0.009947090391534652
0.006481365209298497,0.005270097529098327,0.001211267680200175
-0.0003265255806834911,0.0051509874385035565,-0.005477513019187045
0.00986600526620153,0.005240700428394557,0.004625304837806972
-0.02512529959187763,0.006547209732922571,-0.03167250932480022
0.04208683764798002,0.005207592370902082,0.03687924527707794
0.024218037707617903,0.005179375699967567,0.019038662007650295
-0.0018555964315936705,0.005255852034787345,-0.007111448466380986
-0.007606539451666189,0.005211019361721118,-0.012817558813387296
-0.017684360506483594,0.005237285992682552,-0.022921646499166146
0.02091319198845421,0.00538077633058356,0.015532415657870655
0.0057586244018579405,0.005614268481821473,0.00014435592003649665
-0.01584090767807114,0.005158442993489282,-0.020999350671560422
0.014415455032164662,0.005233225449744187,0.009182229582420449
-0.006817112729805251,0.00609651593907067,-0.012913628668875946
0.017250742768784355,0.0053908874150358855,0.011859855353748476
0.023498171777721375,0.0052717116628972225,0.018226460114824143
0.020170811418859364,0.005555343484697198,0.014615467934162154
-0.0065132312376789975,0.005163364699263539,-0.011676595936942525
-0.016704934016907876,0.005806190803188613,-0.022511124820096463
-0.00242036330717741,0.00532169828549358,-0.0077420615926709745
0.009685983441929695,0.005388959581255983,0.004297023860673709
0.0360830013224876,0.005407815294583434,0.030675186027904183
0.02771868021587983,0.005159005948429067,0.02255967426745079
