block_type,n_subjects,mean_dprime,median_dprime,mean_accuracy,mean_criterion,wilcoxon_dprime_stat,wilcoxon_dprime_p,ttest_dprime_t,ttest_dprime_p,ttest_criterion_t,ttest_criterion_p,n_subj_perm_sig
full_sentence,26,0.09113674870312513,0.12385829492773016,0.517552916881776,0.06267468668728954,272.0,0.006476297974586487,2.612808069033899,0.007490357965045892,1.5858404781672275,0.125344708552215,0
imagined_sentence,26,0.015276683822488358,0.03310064229921196,0.5023231801755291,0.09414397468579135,188.0,0.37543685539438015,0.3914841181414819,0.3493781883821517,2.0610549495269344,0.04984404674482062,1
