Event,Timestamp_ns,ms_since_last,s_since_last
screen_presented,471526873202000,0,0.0
text_submitted:target_word,471548161221700,21288.020,21.288020
text_submitted:target_sentence,471554956551400,6795.330,6.795330
text_submitted:listening_experience,471592679326300,37722.775,37.722775
text_submitted:technical_issues,471597510875800,4831.550,4.831550
